,study id,study link,name of data file in study,name of metadata column,phenotype keyword,label of class 1,label of class 0,technology platform,technique category,affiliation,organism,organism category,release date,number of samples in class 0,number of samples in class 1,number of samples,number of features,fatness,score of the best method,score of the best univariate method,score of the best multivariate method,name of the best multivariate method,tendency,text description of the dataset,text description embedding PC0,text description embedding PC1
MTBLS2289-MTBLS2289GCMSmetaboliteprofiling-BRL3GFP-Col0WT,MTBLS2289,https://www.ebi.ac.uk/metabolights/editor/MTBLS2289,m_MTBLS2289_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Genotype],mutation,35S:BRL3-GFP,Col-0 WT,Gas Chromatography MS,GCMS,Center for Research in Agricultural Genomics (CRAG),Arabidopsis thaliana,plants,2021-05-17,130.0,129.0,259,62,0.2393822393822393,0.8815682639120139,0.658426371082621,0.8815682639120139,SVMrbf,multivariate models performs better than univariate models,phenotype description  genotype  values  35s brl3-gfp  col-0 wt  organism  arabidopsis thaliana,0.2655535042567221,-0.0829198957493201
MTBLS2289-MTBLS2289GCMSmetaboliteprofiling-bri1301bak1brl1brl3-BRL3GFP,MTBLS2289,https://www.ebi.ac.uk/metabolights/editor/MTBLS2289,m_MTBLS2289_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Genotype],mutation,bri1-301bak1brl1brl3,35S:BRL3-GFP,Gas Chromatography MS,GCMS,Center for Research in Agricultural Genomics (CRAG),Arabidopsis thaliana,plants,2021-05-17,129.0,128.0,257,62,0.2412451361867704,0.958355472470584,0.7734726198649384,0.958355472470584,SVMrbf,multivariate models performs better than univariate models,phenotype description  genotype  values  bri1-301bak1brl1brl3  35s brl3-gfp  organism  arabidopsis thaliana,0.2859655280187214,-0.0664588314931934
MTBLS2289-MTBLS2289GCMSmetaboliteprofiling-Col0WT-bri1301bak1brl1brl3,MTBLS2289,https://www.ebi.ac.uk/metabolights/editor/MTBLS2289,m_MTBLS2289_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Genotype],mutation,Col-0 WT,bri1-301bak1brl1brl3,Gas Chromatography MS,GCMS,Center for Research in Agricultural Genomics (CRAG),Arabidopsis thaliana,plants,2021-05-17,128.0,130.0,258,62,0.2403100775193798,0.9295507626213568,0.6720349451384496,0.9295507626213568,SVMrbf,multivariate models performs better than univariate models,phenotype description  genotype  values  col-0 wt  bri1-301bak1brl1brl3  organism  arabidopsis thaliana,0.2733242982321703,-0.0889112801026916
MTBLS2289-MTBLS2289GCMSmetaboliteprofiling-drought-water,MTBLS2289,https://www.ebi.ac.uk/metabolights/editor/MTBLS2289,m_MTBLS2289_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Drought Stress],other,drought,water,Gas Chromatography MS,GCMS,Center for Research in Agricultural Genomics (CRAG),Arabidopsis thaliana,plants,2021-05-17,212.0,179.0,391,62,0.1585677749360614,0.8744486899906669,0.7406271658891455,0.8744486899906669,SVMlinear,multivariate models performs better than univariate models,phenotype description  drought stress  values  drought  water  organism  arabidopsis thaliana,0.3170585748316653,-0.1862896610612896
MTBLS2305-MTBLS2305LCMSnegativereversephasemetaboliteprofiling-nitrate-ammonium,MTBLS2305,https://www.ebi.ac.uk/metabolights/editor/MTBLS2305,m_MTBLS2305_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Nutrient],other,nitrate,ammonium,Liquid Chromatography MS - negative - reverse phase,LCMS,"Forest Botany and Forest Botany and Tree Physiology, University of Goettingen",Populus tremula x Populus alba,other or unknown,2022-07-04,18.0,17.0,35,586,16.742857142857144,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  nutrient  values  nitrate  ammonium  organism  populus tremula x populus alba,0.2923815290034434,-0.0864518006765034
MTBLS2305-MTBLS2305LCMSpositivereversephasemetaboliteprofiling-nitrate-ammonium,MTBLS2305,https://www.ebi.ac.uk/metabolights/editor/MTBLS2305,m_MTBLS2305_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Nutrient],other,nitrate,ammonium,Liquid Chromatography MS - positive - reverse phase,LCMS,"Forest Botany and Forest Botany and Tree Physiology, University of Goettingen",Populus tremula x Populus alba,other or unknown,2022-07-04,18.0,17.0,35,1340,38.285714285714285,1.0,1.0,1.0,SVMlinear,multivariate and univariate models are equivalent,phenotype description  nutrient  values  nitrate  ammonium  organism  populus tremula x populus alba,0.2923815290034434,-0.0864518006765034
MTBLS2311-MTBLS2311LCMSpositivereversephasemetaboliteprofiling-ResponderGood-ResponderPoor,MTBLS2311,https://www.ebi.ac.uk/metabolights/editor/MTBLS2311,m_MTBLS2311_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Responder],other,Good,Poor,Liquid Chromatography MS - positive - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-09-29,12.0,11.0,23,28,1.2173913043478262,0.9114583333333331,0.9114583333333331,0.8489583333333333,rSCM,univariate models performs better than multivariate models,phenotype description  responder  values  good  poor  organism  homo sapiens,-0.1947618781700534,-0.1109304072204231
MTBLS2311-MTBLS2311LCMSnegativereversephasemetaboliteprofiling-ResponderGood-ResponderPoor,MTBLS2311,https://www.ebi.ac.uk/metabolights/editor/MTBLS2311,m_MTBLS2311_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Responder],other,Good,Poor,Liquid Chromatography MS - negative - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-09-29,12.0,11.0,23,10,0.4347826086956521,0.9322916666666666,0.8489583333333333,0.9322916666666666,AdaBoost,multivariate models performs better than univariate models,phenotype description  responder  values  good  poor  organism  homo sapiens,-0.1947618781700534,-0.1109304072204231
MTBLS2322-MTBLS2322GCMSmetaboliteprofiling-Pooledsera-RPMI,MTBLS2322,https://www.ebi.ac.uk/metabolights/editor/MTBLS2322,m_MTBLS2322_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Growth media],other,Pooled sera,RPMI,Gas Chromatography MS,GCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Klebsiella pneumoniae,Bacteria,2022-08-03,12.0,12.0,24,151,6.291666666666667,1.0,1.0,0.984375,ElasticNet,multivariate and univariate models are equivalent,phenotype description  growth media  values  pooled sera  rpmi  organism  klebsiella pneumoniae,0.1407474228415003,0.2172735989863337
MTBLS2322-MTBLS2322GCMSmetaboliteprofiling-KPC2-AJ218,MTBLS2322,https://www.ebi.ac.uk/metabolights/editor/MTBLS2322,m_MTBLS2322_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Strain or isolate],mutation,KPC2,AJ218,Gas Chromatography MS,GCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Klebsiella pneumoniae,Bacteria,2022-08-03,12.0,12.0,24,151,6.291666666666667,1.0,0.9583333333333331,1.0,ElasticNet,multivariate models performs better than univariate models,phenotype description  strain or isolate  values  kpc2  aj218  organism  klebsiella pneumoniae,0.1651501772954426,0.1630863458121614
MTBLS2322-MTBLS2322LCMSnegativehilicmetaboliteprofiling-KPC2-AJ218,MTBLS2322,https://www.ebi.ac.uk/metabolights/editor/MTBLS2322,m_MTBLS2322_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Strain or isolate],mutation,KPC2,AJ218,Liquid Chromatography MS - negative - hilic,LCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Klebsiella pneumoniae,Bacteria,2022-08-03,12.0,12.0,24,251,10.458333333333334,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  strain or isolate  values  kpc2  aj218  organism  klebsiella pneumoniae,0.1651501772954426,0.1630863458121614
MTBLS2322-MTBLS2322LCMSnegativehilicmetaboliteprofiling-Pooledsera-RPMI,MTBLS2322,https://www.ebi.ac.uk/metabolights/editor/MTBLS2322,m_MTBLS2322_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Growth media],other,Pooled sera,RPMI,Liquid Chromatography MS - negative - hilic,LCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Klebsiella pneumoniae,Bacteria,2022-08-03,12.0,12.0,24,251,10.458333333333334,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  growth media  values  pooled sera  rpmi  organism  klebsiella pneumoniae,0.1407474228415003,0.2172735989863337
MTBLS2323-MTBLS2323GCMSmetaboliteprofiling-RPMIglucose-Growthmediarest,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Growth media],other,RPMI + glucose,Pooled sera,Gas Chromatography MS,GCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,60.0,30.0,90,115,1.2777777777777777,0.8701517232767233,0.7687635281385281,0.8701517232767233,SVMrbf,multivariate models performs better than univariate models,phenotype description  growth media  values  rpmi + glucose  pooled sera  organism  streptococcus pneumoniae,0.1279608194658507,0.1875235675392957
MTBLS2323-MTBLS2323GCMSmetaboliteprofiling-Serovar14-Serovar3,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Serovar],other,14,3,Gas Chromatography MS,GCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,36.0,36.0,72,115,1.5972222222222223,0.9425347222222222,0.7474296536796536,0.9425347222222222,PLSDA,multivariate models performs better than univariate models,phenotype description  serovar  values  14  3  organism  streptococcus pneumoniae,0.0883292496424512,0.0390821616547445
MTBLS2323-MTBLS2323GCMSmetaboliteprofiling-Strain947-Strain4559,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Strain or isolate],mutation,947,4559,Gas Chromatography MS,GCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,18.0,18.0,36,115,3.1944444444444446,0.8592261904761905,0.8592261904761905,0.8592261904761905,rSCM,multivariate and univariate models are equivalent,phenotype description  strain or isolate  values  947  4559  organism  streptococcus pneumoniae,0.1219023146334443,0.0949965965116535
MTBLS2323-MTBLS2323LCMSnegativehilicmetaboliteprofiling-Ear-Blood,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Isolation source],other,Ear,Blood,Liquid Chromatography MS - negative - hilic,LCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,54.0,36.0,90,77,0.8555555555555555,0.6418290043290044,0.624258207070707,0.6418290043290044,SVMlinear,multivariate and univariate models are equivalent,phenotype description  isolation source  values  ear  blood  organism  streptococcus pneumoniae,0.0530231270048524,0.1463596358552074
MTBLS2323-MTBLS2323LCMSnegativehilicmetaboliteprofiling-RPMIglucose-Growthmediarest,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Growth media],other,RPMI + glucose,Pooled sera,Liquid Chromatography MS - negative - hilic,LCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,60.0,30.0,90,77,0.8555555555555555,0.9526057276057276,0.8245275557775558,0.9526057276057276,PLSDA,multivariate models performs better than univariate models,phenotype description  growth media  values  rpmi + glucose  pooled sera  organism  streptococcus pneumoniae,0.1279608194658507,0.1875235675392957
MTBLS2323-MTBLS2323LCMSnegativehilicmetaboliteprofiling-Pooledsera-Growthmediarest,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Growth media],other,Pooled sera,RPMI + glucose,Liquid Chromatography MS - negative - hilic,LCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,60.0,30.0,90,77,0.8555555555555555,1.0,1.0,1.0,AdaBoost,multivariate and univariate models are equivalent,phenotype description  growth media  values  pooled sera  rpmi + glucose  organism  streptococcus pneumoniae,0.1286640974118253,0.1835102728342044
MTBLS2323-MTBLS2323LCMSnegativehilicmetaboliteprofiling-Serovar14-Serovar3,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Serovar],other,14,3,Liquid Chromatography MS - negative - hilic,LCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,36.0,36.0,72,77,1.0694444444444444,0.9930555555555556,0.8951118326118326,0.9930555555555556,SVMlinear,multivariate models performs better than univariate models,phenotype description  serovar  values  14  3  organism  streptococcus pneumoniae,0.0883303743927771,0.0391670827444794
MTBLS2323-MTBLS2323LCMSnegativehilicmetaboliteprofiling-Strain947-Strain4559,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Strain or isolate],mutation,947,4559,Liquid Chromatography MS - negative - hilic,LCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,18.0,18.0,36,77,2.138888888888889,0.7400297619047619,0.7400297619047619,0.6023809523809524,SVMlinear,univariate models performs better than multivariate models,phenotype description  strain or isolate  values  947  4559  organism  streptococcus pneumoniae,0.1219023146334443,0.0949965965116535
MTBLS2323-MTBLS2323GCMSmetaboliteprofiling-Ear-Blood,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Isolation source],other,Ear,Blood,Gas Chromatography MS,GCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,54.0,36.0,90,115,1.2777777777777777,0.6973575036075036,0.6382305194805196,0.6973575036075036,SVMlinear,multivariate models performs better than univariate models,phenotype description  isolation source  values  ear  blood  organism  streptococcus pneumoniae,0.0530231270048524,0.1463596358552074
MTBLS2323-MTBLS2323LCMSnegativehilicmetaboliteprofiling-RPMIgalactose-Growthmediarest,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Growth media],other,RPMI + galactose,Pooled sera,Liquid Chromatography MS - negative - hilic,LCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,60.0,30.0,90,77,0.8555555555555555,0.9564732142857144,0.85555728993229,0.9564732142857144,RF,multivariate models performs better than univariate models,phenotype description  growth media  values  rpmi + galactose  pooled sera  organism  streptococcus pneumoniae,0.1325702033155003,0.1959137951947164
MTBLS2323-MTBLS2323GCMSmetaboliteprofiling-RPMIgalactose-Growthmediarest,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Growth media],other,RPMI + galactose,Pooled sera,Gas Chromatography MS,GCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,60.0,30.0,90,115,1.2777777777777777,0.8951427045177045,0.8673285048285048,0.8951427045177045,ElasticNet,multivariate models performs better than univariate models,phenotype description  growth media  values  rpmi + galactose  pooled sera  organism  streptococcus pneumoniae,0.1325702033155003,0.1959137951947164
MTBLS2323-MTBLS2323GCMSmetaboliteprofiling-Pooledsera-Growthmediarest,MTBLS2323,https://www.ebi.ac.uk/metabolights/editor/MTBLS2323,m_MTBLS2323_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Growth media],other,Pooled sera,RPMI + glucose,Gas Chromatography MS,GCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pneumoniae,Bacteria,2022-08-03,60.0,30.0,90,115,1.2777777777777777,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  growth media  values  pooled sera  rpmi + glucose  organism  streptococcus pneumoniae,0.1286084210501495,0.1834292548078102
MTBLS2324-MTBLS2324GCMSmetaboliteprofiling-sourceblood-sourcerest,MTBLS2324,https://www.ebi.ac.uk/metabolights/editor/MTBLS2324,m_MTBLS2324_GC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Isolation source],other,Blood,Blood culture,Gas Chromatography MS,GCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pyogenes,Bacteria,2022-08-03,36.0,24.0,60,138,2.3,0.9604414682539684,0.8594990079365079,0.9604414682539684,SCMBoost,multivariate models performs better than univariate models,phenotype description  isolation source  values  blood  blood culture  organism  streptococcus pyogenes,0.0445480161723373,0.0780263473960637
MTBLS2324-MTBLS2324LCMSnegativehilicmetaboliteprofiling-HKU419-SP444,MTBLS2324,https://www.ebi.ac.uk/metabolights/editor/MTBLS2324,m_MTBLS2324_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Strain or isolate],mutation,HKU419,SP444,Liquid Chromatography MS - negative - hilic,LCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pyogenes,Bacteria,2022-08-03,12.0,12.0,24,129,5.375,1.0,1.0,1.0,RF,multivariate and univariate models are equivalent,phenotype description  strain or isolate  values  hku419  sp444  organism  streptococcus pyogenes,0.1016209778454832,0.0741777647072896
MTBLS2324-MTBLS2324LCMSnegativehilicmetaboliteprofiling-PS006-Strain5448,MTBLS2324,https://www.ebi.ac.uk/metabolights/editor/MTBLS2324,m_MTBLS2324_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Strain or isolate],mutation,PS006,5448,Liquid Chromatography MS - negative - hilic,LCMS,"Australian BioCommons, University of Melbourne + Bioplatforms Australia",Streptococcus pyogenes,Bacteria,2022-08-03,12.0,12.0,24,129,5.375,1.0,1.0,0.9791666666666666,rSCM,univariate models performs better than multivariate models,phenotype description  strain or isolate  values  ps006  5448  organism  streptococcus pyogenes,0.1279072671507675,0.0748132489800835
