,id,file,n samples,n features,metadata column,1 label,0 label,Study Assay Technology Platform,affiliation,release date,organism,baseline majoritary score,best univariate score,best method score,best algo name,best algo score,tendency,number of algos runned,n zeros in y,n ones in y,best linear-based algo name,best linear-based algo score,best rule-based algo name,best rule-based algo score,technique category,organism curated,organism category,phenotype description combined,embeddings_PC0,embeddings_PC1,phenotype keyword,difference ML univariate,absolute difference |ML - univariate|,best overall score,fatness,is fat,release year,difference rule-based - linear-based,structure of best method
MTBLS30-srcFIAmassspectrometryv2maf-brain-rest,MTBLS30,m_york_src_FIA_mass_spectrometry_v2_maf.tsv,300,77,Factor Value[tissue source],brain,liver,Quattro micro API (Waters),Duke University School of Medicine,?,?,0.5,0.9973115171137836,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,240.0,60.0,PLSDA,1.0,GBtree,1.0,LCMS,other or unknown,other or unknown,phenotype description  tissue source  values  brain  liver  organism  nan,0.014748934528328516,0.2257004012692807,other,0.00268848288621637,0.00268848288621637,1.0,0.25666666666666665,False,?,0.0,univariate
MTBLS30-srcFIAmassspectrometryv2maf-fed-fasted,MTBLS30,m_york_src_FIA_mass_spectrometry_v2_maf.tsv,300,77,Factor Value[feeding],fed,fasted,Quattro micro API (Waters),Duke University School of Medicine,?,?,0.5,0.7440423729949113,0.9442545272187481,GBtree,0.9442545272187481,multivariate models performs better than univariate models,?,150.0,150.0,SVMrbf,0.9110219954373538,GBtree,0.9442545272187481,LCMS,other or unknown,other or unknown,phenotype description  feeding  values  fed  fasted  organism  nan,-0.1066634260193373,0.26020801399003796,other,0.20021215422383687,0.20021215422383687,0.9442545272187481,0.25666666666666665,False,?,0.03323253178139429,rule-based multivariate
MTBLS30-srcFIAmassspectrometryv2maf-heart-rest,MTBLS30,m_york_src_FIA_mass_spectrometry_v2_maf.tsv,300,77,Factor Value[tissue source],heart,liver,Quattro micro API (Waters),Duke University School of Medicine,?,?,0.5,1.0,1.0,ElasticNet,1.0,multivariate and univariate models are equivalent,?,240.0,60.0,SVMrbf,1.0,rSCM,0.99875,LCMS,other or unknown,other or unknown,phenotype description  tissue source  values  heart  liver  organism  nan,0.0012931800424665597,0.19874416669624542,other,0.0,0.0,1.0,0.25666666666666665,False,?,-0.0012499999999999734,univariate
MTBLS30-srcFIAmassspectrometryv2maf-liver-rest,MTBLS30,m_york_src_FIA_mass_spectrometry_v2_maf.tsv,300,77,Factor Value[tissue source],liver,heart,Quattro micro API (Waters),Duke University School of Medicine,?,?,0.5,0.9986702127659576,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,240.0,60.0,PLSDA,0.998546511627907,GBtree,1.0,LCMS,other or unknown,other or unknown,phenotype description  tissue source  values  liver  heart  organism  nan,-0.009773410377130415,0.21425103474531867,other,0.0013297872340424233,0.0013297872340424233,1.0,0.25666666666666665,False,?,0.0014534883720930258,univariate
MTBLS30-srcFIAmassspectrometryv2maf-plasma-rest,MTBLS30,m_york_src_FIA_mass_spectrometry_v2_maf.tsv,300,77,Factor Value[tissue source],plasma,liver,Quattro micro API (Waters),Duke University School of Medicine,?,?,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,240.0,60.0,SVMlinear,1.0,GBtree,1.0,LCMS,other or unknown,other or unknown,phenotype description  tissue source  values  plasma  liver  organism  nan,-0.006776416756739105,0.24942637438446746,other,0.0,0.0,1.0,0.25666666666666665,False,?,0.0,univariate
MTBLS30-srcFIAmassspectrometryv2maf-skeletalmuscle-rest,MTBLS30,m_york_src_FIA_mass_spectrometry_v2_maf.tsv,300,77,Factor Value[tissue source],skeletal_muscle,liver,Quattro micro API (Waters),Duke University School of Medicine,?,?,0.5,0.9650481419891358,1.0,GBtree,1.0,multivariate models performs better than univariate models,?,240.0,60.0,PLSDA,0.9986702127659575,GBtree,1.0,LCMS,other or unknown,other or unknown,phenotype description  tissue source  values  skeletal_muscle  liver  organism  nan,0.00671483914152702,0.21330765643637584,other,0.0349518580108642,0.0349518580108642,1.0,0.25666666666666665,False,?,0.0013297872340425343,rule-based multivariate
MTBLS301-MTBLS301LCMSmetaboliteprofiling-Control-rest,MTBLS301,m_MTBLS301_LC-MS__metabolite_profiling_v2_maf.tsv,48,342,Factor Value[Group],Control,2i,Q Exactive,"Centro Nacional de Investigaciones Oncológicas, Madrid",2021-02-10,Mus musculus,0.5,0.9524305555555556,0.9770833333333333,ElasticNet,0.9770833333333333,multivariate models performs better than univariate models,?,32.0,16.0,SVMlinear,0.9770833333333333,rSCM,0.8847222222222222,LCMS,Mus musculus,Mus musculus,phenotype description  group  values  control  2i  organism  mus musculus,0.05116587875749798,0.0881705901098187,other,0.024652777777777746,0.024652777777777746,0.9770833333333333,7.125,True,2021,-0.09236111111111112,linear-based multivariate
MTBLS301-MTBLS301LCMSmetaboliteprofiling-treatment2i-rest,MTBLS301,m_MTBLS301_LC-MS__metabolite_profiling_v2_maf.tsv,48,342,Factor Value[Group],2i,Control,Q Exactive,"Centro Nacional de Investigaciones Oncológicas, Madrid",2021-02-10,Mus musculus,0.5,0.9441964285714288,0.984375,ElasticNet,0.984375,multivariate models performs better than univariate models,?,32.0,16.0,SVMlinear,0.9598214285714286,XGBoost,0.9233630952380952,LCMS,Mus musculus,Mus musculus,phenotype description  group  values  2i  control  organism  mus musculus,0.05161281951498924,0.07550900266817942,other,0.040178571428571175,0.040178571428571175,0.984375,7.125,True,2021,-0.03645833333333337,linear-based multivariate
MTBLS301-MTBLS301LCMSmetaboliteprofiling-treatmentCDK819i-rest,MTBLS301,m_MTBLS301_LC-MS__metabolite_profiling_v2_maf.tsv,48,342,Factor Value[Group],CDK8/19i,Control,Q Exactive,"Centro Nacional de Investigaciones Oncológicas, Madrid",2021-02-10,Mus musculus,0.5,0.9260416666666668,0.9364583333333334,PLSDA,0.9364583333333334,multivariate and univariate models are equivalent,?,32.0,16.0,PLSDA,0.9364583333333334,GBtree,0.8796875,LCMS,Mus musculus,Mus musculus,phenotype description  group  values  cdk8/19i  control  organism  mus musculus,0.07100743643611555,0.13834608639830967,other,0.01041666666666663,0.01041666666666663,0.9364583333333334,7.125,True,2021,-0.05677083333333344,univariate
MTBLS3038-MTBLS3038LCMSnegativereversephasemetaboliteprofiling-net-membrane,MTBLS3038,m_MTBLS3038_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,40,329,Factor Value[Sampling method],net,membrane,Liquid Chromatography MS - negative - reverse phase,unknown,2022-03-02,marine plankton environmental sample,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,20.0,20.0,PLSDA,1.0,GBtree,1.0,LCMS,multiple,other or unknown,phenotype description  sampling method  values  net  membrane  organism  marine plankton environmental sample,-0.1843416291451025,0.12312386906389325,other,0.0,0.0,1.0,8.225,True,2022,0.0,univariate
MTBLS3038-MTBLS3038LCMSpositivereversephasemetaboliteprofiling-net-membrane,MTBLS3038,m_MTBLS3038_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,40,652,Factor Value[Sampling method],net,membrane,Liquid Chromatography MS - positive - reverse phase,unknown,2022-03-02,marine plankton environmental sample,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,20.0,20.0,SVMlinear,1.0,GBtree,1.0,LCMS,multiple,other or unknown,phenotype description  sampling method  values  net  membrane  organism  marine plankton environmental sample,-0.1843416291451025,0.12312386906389325,other,0.0,0.0,1.0,16.3,True,2022,0.0,univariate
MTBLS309-mtbls309GCQmassspectrometry-treatment-control,MTBLS309,m_mtbls309_GC_Q_mass_spectrometry_v2_maf.tsv,48,271,Factor Value[Bicarbonate treatment],treatment,control,Agilent 5975E GC/MSD (Agilent),"Department of Biology, Genetics Institute, University of Florida, Gainesville, FL 32610, United States of America ",2017-03-31,Brassica napus,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,24.0,24.0,PLSDA,0.921875,GBtree,1.0,GCMS,Plants,plants,phenotype description  bicarbonate treatment  values  treatment  control  organism  brassica napus,-0.2805745058758762,0.047633462006314166,treatment,0.0,0.0,1.0,5.645833333333333,True,2017,0.078125,univariate
MTBLS309-mtbls309GCTQmassspectrometry-treatment-control,MTBLS309,m_mtbls309_GC_TQ_mass_spectrometry_v2_maf.tsv,48,271,Factor Value[Bicarbonate treatment],treatment,control,TSQ Quantum XLS (Thermo Scientific),"Department of Biology, Genetics Institute, University of Florida, Gainesville, FL 32610, United States of America ",2017-03-31,Brassica napus,0.5,0.9114583333333334,0.9895833333333334,SVMlinear,0.9895833333333334,multivariate models performs better than univariate models,?,24.0,24.0,SVMlinear,0.9895833333333334,GBtree,0.9401041666666667,LCMS,Plants,plants,phenotype description  bicarbonate treatment  values  treatment  control  organism  brassica napus,-0.2805745058758762,0.047633462006314166,treatment,0.078125,0.078125,0.9895833333333334,5.645833333333333,True,2017,-0.04947916666666663,linear-based multivariate
MTBLS31-metaboliteprofilingmassspectrometryv2maf-APuertoRico834PR8-AAichi0268HANAxAPuertoRico834X31,MTBLS31,m_balf lipids 3-19 post infection with influenza a test_metabolite profiling_mass spectrometry_v2_maf.tsv,158,53,Factor Value[Treatment],A/Puerto Rico/8/34 (PR8) ,"A/Aichi/02/68 (HA, NA) x A/Puerto Rico/8/34 (X31)",API 4000 QTRAP (AB Sciex),Seattle Biomedical Research Institute,2013-05-09,?,0.5,0.7289555014199355,0.8586792177345246,SVMlinear,0.8586792177345246,multivariate models performs better than univariate models,?,70.0,88.0,SVMlinear,0.8586792177345246,AdaBoost,0.8124916472682617,LCMS,other or unknown,other or unknown,phenotype description  treatment  values  a/puerto rico/8/34 (pr8)   a/aichi/02/68 (ha  na) x a/puerto rico/8/34 (x31)  organism  nan,-0.1600440589125672,0.20363450437653832,treatment,0.12972371631458912,0.12972371631458912,0.8586792177345246,0.33544303797468356,False,2013,-0.04618757046626287,linear-based multivariate
MTBLS31-metaboliteprofilingmassspectrometryv2maf-APuertoRico834PR8-AAichi0268HANAxAPuertoRico834X31PBS,MTBLS31,m_balf lipids 3-19 post infection with influenza a test_metabolite profiling_mass spectrometry_v2_maf.tsv,168,53,Factor Value[Treatment],A/Puerto Rico/8/34 (PR8) ,"A/Aichi/02/68 (HA, NA) x A/Puerto Rico/8/34 (X31)",API 4000 QTRAP (AB Sciex),Seattle Biomedical Research Institute,2013-05-09,?,0.5,0.688560763067342,0.7950020328720987,SVMlinear,0.7950020328720987,multivariate models performs better than univariate models,?,80.0,88.0,SVMlinear,0.7950020328720987,XGBoost,0.7908974660208212,LCMS,other or unknown,other or unknown,phenotype description  treatment  values  a/puerto rico/8/34 (pr8)   a/aichi/02/68 (ha  na) x a/puerto rico/8/34 (x31)  organism  nan,-0.1600440589125672,0.20363450437653832,treatment,0.10644126980475666,0.10644126980475666,0.7950020328720987,0.31547619047619047,False,2013,-0.004104566851277469,linear-based multivariate
MTBLS31-metaboliteprofilingmassspectrometryv2maf-APuertoRico834PR8PBS-AAichi0268HANAxAPuertoRico834X31,MTBLS31,m_balf lipids 3-19 post infection with influenza a test_metabolite profiling_mass spectrometry_v2_maf.tsv,168,53,Factor Value[Treatment],A/Puerto Rico/8/34 (PR8) ,"A/Aichi/02/68 (HA, NA) x A/Puerto Rico/8/34 (X31)",API 4000 QTRAP (AB Sciex),Seattle Biomedical Research Institute,2013-05-09,?,0.5,0.6992367793119072,0.8209701104522077,AdaBoost,0.8209701104522077,multivariate models performs better than univariate models,?,70.0,98.0,PLSDA,0.8088506202876408,AdaBoost,0.8209701104522077,LCMS,other or unknown,other or unknown,phenotype description  treatment  values  a/puerto rico/8/34 (pr8)   a/aichi/02/68 (ha  na) x a/puerto rico/8/34 (x31)  organism  nan,-0.1600440589125672,0.20363450437653832,treatment,0.1217333311403005,0.1217333311403005,0.8209701104522077,0.31547619047619047,False,2013,0.012119490164566926,rule-based multivariate
MTBLS311-mtbls311LCMSMSmassspectrometry-BicarbonatetreatmentT-BicarbonatetreatmentC,MTBLS311,m_mtbls311_LC_MS_MS_mass_spectrometry_v2_maf.tsv,288,238,Factor Value[Bicarbonate treatment],T,C,API 4000 QTRAP (AB Sciex),"Department of Biology, Genetics Institute, University of Florida, Gainesville, FL 32610, United States of America ",2017-04-25,Arabidopsis thaliana,0.5,0.6096789020654948,0.6618064961153789,SVMlinear,0.6618064961153789,multivariate models performs better than univariate models,?,144.0,144.0,SVMlinear,0.6618064961153789,RF,0.6527068587988298,LCMS,Plants,plants,phenotype description  bicarbonate treatment  values  t  c  organism  arabidopsis thaliana,-0.25753181366421063,0.03664278456640793,treatment,0.052127594049884096,0.052127594049884096,0.6618064961153789,0.8263888888888888,False,2017,-0.009099637316549058,linear-based multivariate
MTBLS311-mtbls311LCMSMSmassspectrometry-LightconditionL-LightconditionD,MTBLS311,m_mtbls311_LC_MS_MS_mass_spectrometry_v2_maf.tsv,288,238,Factor Value[Light condition],L,D,API 4000 QTRAP (AB Sciex),"Department of Biology, Genetics Institute, University of Florida, Gainesville, FL 32610, United States of America ",2017-04-25,Arabidopsis thaliana,0.5,0.8441637161330049,1.0,AdaBoost,1.0,multivariate models performs better than univariate models,?,144.0,144.0,SVMlinear,0.9814655774333194,AdaBoost,1.0,LCMS,Plants,plants,phenotype description  light condition  values  l  d  organism  arabidopsis thaliana,-0.28226492154474897,-0.14501771013938008,other,0.1558362838669951,0.1558362838669951,1.0,0.8263888888888888,False,2017,0.018534422566680586,rule-based multivariate
MTBLS312-mtbls312GCMS-Carbondioxidetreatment800-Carbondioxidetreatment400,MTBLS312,m_mtbls312_GC_MS_v2_maf.tsv,40,34,Factor Value[Carbon dioxide treatment],400,800,Agilent 5975E GC/MSD (Agilent),"Department of Biology, Genetics Institute, University of Florida, Gainesville, FL 32610, United States of America ",2017-04-25,Brassica napus,0.5,0.5992559523809523,0.5992559523809523,XGBoost,0.41830357142857144,univariate models performs better than multivariate models,?,20.0,20.0,SVMlinear,0.36220238095238094,XGBoost,0.41830357142857144,GCMS,Plants,plants,phenotype description  carbon dioxide treatment  values  400  800  organism  brassica napus,-0.31729558120664636,-0.016056494338534212,treatment,-0.18095238095238086,0.18095238095238086,0.5992559523809523,0.85,False,2017,0.0561011904761905,univariate
MTBLS312-mtbls312HPLCMSMS-Carbondioxidetreatment800-Carbondioxidetreatment400,MTBLS312,m_mtbls312_HPLC_MS_MS_v2_maf.tsv,50,175,Factor Value[Carbon dioxide treatment],400,800,API 4000 QTRAP (AB Sciex),"Department of Biology, Genetics Institute, University of Florida, Gainesville, FL 32610, United States of America ",2017-04-25,Brassica napus,0.5,0.9348958333333334,0.9348958333333334,ElasticNet,0.9072916666666667,univariate models performs better than multivariate models,?,25.0,25.0,SVMlinear,0.9067708333333333,RF,0.9041666666666667,LCMS,Plants,plants,phenotype description  carbon dioxide treatment  values  400  800  organism  brassica napus,-0.31734344010029686,-0.01607700594886327,treatment,-0.027604166666666652,0.027604166666666652,0.9348958333333334,3.5,True,2017,-0.0026041666666666297,univariate
MTBLS312-mtbls312UPLCMS-Carbondioxidetreatment800-Carbondioxidetreatment400,MTBLS312,m_mtbls312_UPLC_MS_v2_maf.tsv,40,147,Factor Value[Carbon dioxide treatment],400,800,Quattro micro API (Waters),"Department of Biology, Genetics Institute, University of Florida, Gainesville, FL 32610, United States of America ",2017-04-25,Brassica napus,0.5,0.8040178571428571,0.8400297619047619,RF,0.8400297619047619,multivariate models performs better than univariate models,?,20.0,20.0,SVMlinear,0.8008928571428572,RF,0.8400297619047619,LCMS,Plants,plants,phenotype description  carbon dioxide treatment  values  400  800  organism  brassica napus,-0.3173208614044707,-0.016139913000582106,treatment,0.036011904761904745,0.036011904761904745,0.8400297619047619,3.675,True,2017,0.03913690476190468,rule-based multivariate
MTBLS318-MTBLS31813405metaboliteprofilingmassspectrometry-mutants-wildtype,MTBLS318,m_MTBLS318_13405_metabolite_profiling_mass_spectrometry_v2_maf.tsv,36,368,Factor Value[Genotype],spxB mutant,WT,Q Exactive,stjude.org,2022-02-23,Streptococcus pneumoniae,0.5,1.0,1.0,DT,1.0,multivariate and univariate models are equivalent,?,18.0,18.0,PLSDA,1.0,DT,1.0,LCMS,Bacteria,Bacteria,phenotype description  genotype  values  spxb mutant  wt  organism  streptococcus pneumoniae,-0.07791154598247375,0.1770782157247975,mutation,0.0,0.0,1.0,10.222222222222221,True,2022,0.0,univariate
MTBLS3184-MTBLS3184LCMSnegativereversephasemetaboliteprofiling-GM-WT,MTBLS3184,m_MTBLS3184_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,24,65,Factor Value[Genotype],GM,WT,Liquid Chromatography MS - negative - reverse phase,Nanjing Forestry University,2022-08-12,Cryptomeria,0.5,1.0,1.0,ElasticNet,1.0,multivariate and univariate models are equivalent,?,12.0,12.0,PLSDA,1.0,SCMBoost,1.0,LCMS,Plants,plants,phenotype description  genotype  values  gm  wt  organism  cryptomeria,-0.17793035099747206,-0.07518022178868167,mutation,0.0,0.0,1.0,2.7083333333333335,True,2022,0.0,univariate
MTBLS3184-MTBLS3184LCMSpositivereversephasemetaboliteprofiling-GM-WT,MTBLS3184,m_MTBLS3184_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,24,288,Factor Value[Genotype],GM,WT,Liquid Chromatography MS - positive - reverse phase,Nanjing Forestry University,2022-08-12,Cryptomeria,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,12.0,12.0,PLSDA,1.0,GBtree,1.0,LCMS,Plants,plants,phenotype description  genotype  values  gm  wt  organism  cryptomeria,-0.17793035099747206,-0.07518022178868167,mutation,0.0,0.0,1.0,12.0,True,2022,0.0,univariate
MTBLS319-tolueneexpmetaboliteprofilingmassspectrometry-toluene-Control,MTBLS319,m_toluene_exp_metabolite_profiling_mass_spectrometry_v2_maf.tsv,96,150,Factor Value[Stress],Gas toluene,Control,Exactive (Thermo Scientific),univrsity of manchester,2016-08-23,Pseudomonas putida,0.5,0.7513958263958264,0.7513958263958264,GBtree,0.7255827505827506,univariate models performs better than multivariate models,?,36.0,60.0,SVMlinear,0.6518259518259518,GBtree,0.7255827505827506,LCMS,Bacteria,Bacteria,phenotype description  stress  values  gas toluene  control  organism  pseudomonas putida,-0.2170533481653405,0.15873225502571564,other,-0.025813075813075792,0.025813075813075792,0.7513958263958264,1.5625,True,2016,0.07375679875679875,univariate
MTBLS319-tolueneexpmetaboliteprofilingmassspectrometry-toluenegas-tolueneliquid,MTBLS319,m_toluene_exp_metabolite_profiling_mass_spectrometry_v2_maf.tsv,60,150,Factor Value[Stress],Gas toluene,Toluene liquid,Exactive (Thermo Scientific),univrsity of manchester,2016-08-23,Pseudomonas putida,0.5,0.7787946428571428,0.9228422619047619,PLSDA,0.9228422619047619,multivariate models performs better than univariate models,?,24.0,36.0,PLSDA,0.9228422619047619,XGBoost,0.7871279761904761,LCMS,Bacteria,Bacteria,phenotype description  stress  values  gas toluene  toluene liquid  organism  pseudomonas putida,-0.2219073683610239,0.11895582677527597,other,0.1440476190476191,0.1440476190476191,0.9228422619047619,2.5,True,2016,-0.1357142857142858,linear-based multivariate
